SITE_NAME|INVOICE_NAME|BEGIN|END|KWH_PERIOD|PERIOD_EUR
16249_GEO (1258BR)|7010671121|01/01/2018|31/01/2018|1 805|208,63
16249_GEO (1258BR)|7010674536|01/02/2018|28/02/2018|1 664|192,70
16249_GEO (1258BR)|7010677303|01/03/2018|31/03/2018|1 820|210,11
16249_GEO (1258BR)|7010680430|01/04/2018|30/04/2018|1 811|208,01
16249_GEO (1258BR)|7010682689|01/05/2018|31/05/2018|1 913|218,50
16249_GEO (1258BR)|7010685153|01/06/2018|30/06/2018|1 883|214,57
16249_GEO (1258BR)|7010687605|01/07/2018|31/07/2018|1 971|223,98
16249_GEO (1258BR)|7010690122|01/08/2018|31/08/2018|2 011|227,75
16249_GEO (1258BR)|7010693510|01/09/2018|30/09/2018|1 866|214,98
16249_GEO (1258BR)|7010696602|01/10/2018|31/10/2018|1 867|216,18
16249_GEO (1258BR)|7010698523|01/11/2018|30/11/2018|2 119|235,57
16249_GEO (1258BR)|7010701285|01/12/2018|31/12/2018|2 488|269,92
16249_GEO (1258BR)|7010705839|01/01/2019|31/01/2019|2 504|264,95
16249_GEO (1258BR)|7010710054|01/02/2019|28/02/2019|2 257|239,69
16249_GEO (1258BR)|7010713168|01/03/2019|31/03/2019|2 485|263,06
16249_GEO (1258BR)|7010718299|01/04/2019|30/04/2019|2 414|255,79
16249_GEO (1258BR)|7010722173|01/05/2019|31/05/2019|2 503|264,94
16249_GEO (1258BR)|7010724621|01/06/2019|30/06/2019|2 525|267,19
16249_GEO (1258BR)|7010727192|01/07/2019|31/07/2019|2 585|273,35
16249_GEO (1258BR)|7010729531|01/08/2019|31/08/2019|2 590|273,85
16249_GEO (1258BR)|7010731590|01/09/2019|30/09/2019|2 451|259,63
16249_GEO (1258BR)|7010735200|01/10/2019|31/10/2019|2 519|266,58
16249_GEO (1258BR)|7010737367|01/11/2019|30/11/2019|2 417|256,17
16249_GEO (1258BR)|7010740643|01/12/2019|31/12/2019|2 495|264,13
16249_GEO (1258BR)|7010745551|01/01/2020|31/01/2020|2 488|314,30
16249_GEO (1258BR)|7010749427|01/02/2020|29/02/2020|2 332|295,14
16249_GEO (1258BR)|7010752580|01/03/2020|31/03/2020|2 497|313,78
16249_GEO (1258BR)|7010755366|01/04/2020|30/04/2020|2 435|306,20
16249_GEO (1258BR)|7010757787|01/05/2020|31/05/2020|2 521|316,75
16249_GEO (1258BR)|7010760352|01/06/2020|30/06/2020|2 466|310,08
16249_GEO (1258BR)|7010762664|01/07/2020|31/07/2020|2 091|263,38
16249_GEO (1258BR)|7010766224|01/08/2020|31/08/2020|1 973|248,70
16249_GEO (1258BR)|7010768671|01/09/2020|30/09/2020|1 875|236,77
16249_GEO (1258BR)|7010772334|01/10/2020|31/10/2020|1 914|241,52
16249_GEO (1258BR)|7010775129|01/11/2020|30/11/2020|1 846|233,24
16251_GEO (0615KO)|1018000050|01/01/2018|31/01/2018|555|78,29
16251_GEO (0615KO)|1018000085|01/02/2018|28/02/2018|495|71,02
16251_GEO (0615KO)|1018000116|01/03/2018|31/03/2018|556|75,88
16251_GEO (0615KO)|1018000169|01/04/2018|30/04/2018|553|77,08
16251_GEO (0615KO)|1018000205|01/05/2018|31/05/2018|530|74,50
16251_GEO (0615KO)|1018000261|01/06/2018|30/06/2018|537|75,55
16251_GEO (0615KO)|1018000280|01/07/2018|31/07/2018|553|75,65
16251_GEO (0615KO)|1018000318|01/08/2018|31/08/2018|558|75,79
16251_GEO (0615KO)|1018000352|01/09/2018|30/09/2018|534|75,71
16251_GEO (0615KO)|1018000416|01/10/2018|31/10/2018|558|79,71
16251_GEO (0615KO)|1018000428|01/11/2018|30/11/2018|534|78,38
16251_GEO (0615KO)|1019000009|01/12/2018|31/12/2018|554|100,14
16251_GEO (0615KO)|1019000081|01/01/2019|31/01/2019|579|78,64
16251_GEO (0615KO)|1019000111|01/02/2019|28/02/2019|477|66,88
16251_GEO (0615KO)|1019000158|01/03/2019|31/03/2019|552|76,35
16251_GEO (0615KO)|1019000203|01/04/2019|30/04/2019|532|76,69
16251_GEO (0615KO)|1019000245|01/05/2019|31/05/2019|555|79,27
16251_GEO (0615KO)|1019000295|01/06/2019|30/06/2019|523|73,27
16251_GEO (0615KO)|1019000321|01/07/2019|31/07/2019|565|78,50
16251_GEO (0615KO)|1019000367|01/08/2019|31/08/2019|552|77,09
16251_GEO (0615KO)|1019000414|01/09/2019|30/09/2019|537|67,43
16251_GEO (0615KO)|1019000448|01/10/2019|31/10/2019|554|80,05
16251_GEO (0615KO)|1019000468|01/11/2019|30/11/2019|536|80,50
16251_GEO (0615KO)|1019000525|01/12/2019|31/12/2019|537|73,19
16251_GEO (0615KO)|1020000013|01/01/2020|31/01/2020|566|76,64
16251_GEO (0615KO)|1020000045|01/02/2020|29/02/2020|517|70,36
16251_GEO (0615KO)|1020000078|01/03/2020|31/03/2020|552|75,52
16251_GEO (0615KO)|1020000121|01/04/2020|30/04/2020|538|71,34
16251_GEO (0615KO)|1020000141|01/05/2020|31/05/2020|554|73,46
16251_GEO (0615KO)|1020000177|01/06/2020|30/06/2020|532|70,37
16251_GEO (0615KO)|1020000240|01/07/2020|31/07/2020|558|73,88
16251_GEO (0615KO)|1020000252|01/08/2020|31/08/2020|549|72,20
16251_GEO (0615KO)|1020000296|01/09/2020|30/09/2020|537|72,69
16251_GEO (0615KO)|1020000350|01/10/2020|31/10/2020|589|80,16
16253_GEO (0613BB)|1801201196|01/02/2001|28/02/2018|8|1,48
16253_GEO (0613BB)|1801200590|01/01/2018|31/01/2018|950|173,28
16253_GEO (0613BB)|1801201196|01/02/2018|28/02/2018|872|160,10
16253_GEO (0613BB)|1801201637|01/03/2018|31/03/2018|894|163,87
16253_GEO (0613BB)|1801201958|01/04/2018|30/04/2018|952|173,64
16253_GEO (0613BB)|1801202462|01/05/2018|31/05/2018|869|159,64
16253_GEO (0613BB)|1801202774|01/06/2018|30/06/2018|988|179,72
16253_GEO (0613BB)|1801203106|01/07/2018|31/07/2018|869|159,64
16253_GEO (0613BB)|1801203592|01/08/2018|31/08/2018|968|176,37
16253_GEO (0613BB)|1801203944|01/09/2018|30/09/2018|832|154,09
16253_GEO (0613BB)|1801204276|01/10/2018|31/10/2018|917|167,81
16253_GEO (0613BB)|1801204766|01/11/2018|30/11/2018|948|173,01
16253_GEO (0613BB)|1901200230|01/12/2018|31/12/2018|954|174,01
16253_GEO (0613BB)|1901200594|01/01/2019|31/01/2019|938|181,69
16253_GEO (0613BB)|1901201066|01/02/2019|28/02/2019|888|172,72
16253_GEO (0613BB)|1901201512|01/03/2019|31/03/2019|856|166,92
16253_GEO (0613BB)|1901201832|01/04/2019|30/04/2019|830|162,27
16253_GEO (0613BB)|1901202314|01/05/2019|31/05/2019|830|162,27
16253_GEO (0613BB)|1901202636|01/06/2019|30/06/2019|875|170,36
16253_GEO (0613BB)|1901202954|01/07/2019|31/07/2019|1 379|261,04
16253_GEO (0613BB)|1901203429|01/08/2019|31/08/2019|1 112|213,06
16253_GEO (0613BB)|1901203743|01/09/2019|30/09/2019|1 259|239,46
16253_GEO (0613BB)|1901204096|01/10/2019|31/10/2019|1 326|251,54
16253_GEO (0613BB)|1901204615|01/11/2019|30/11/2019|1 208|230,24
16253_GEO (0613BB)|2001200236|01/12/2019|31/12/2019|1 120|214,48
16253_GEO (0613BB)|2001200634|01/01/2020|31/01/2020|1 099|207,16
16253_GEO (0613BB)|2001201125|01/02/2020|29/02/2020|1 249|233,19
16253_GEO (0613BB)|2001201297|01/03/2020|31/03/2020|1 136|213,57
16253_GEO (0613BB)|2001201566|01/04/2020|30/04/2020|1 253|233,94
16253_GEO (0613BB)|2001202118|01/05/2020|31/05/2020|1 082|204,17
16253_GEO (0613BB)|2001202541|01/06/2020|30/06/2020|1 241|231,82
16253_GEO (0613BB)|2001202874|01/07/2020|31/07/2020|1 234|230,63
16253_GEO (0613BB)|2001203321|01/08/2020|31/08/2020|1 086|204,93
16253_GEO (0613BB)|2001203705|01/09/2020|30/09/2020|1 188|222,63
16253_GEO (0613BB)|2001204073|01/10/2020|31/10/2020|1 421|263,17
16253_GEO (0613BB)|2001204587|01/11/2020|30/11/2020|1 025|194,34
16255_GEO (0612BB)|621800176|01/01/2018|31/03/2018|2 420|266,20
16255_GEO (0612BB)|621800298|01/04/2018|30/06/2018|2 500|273,69
16255_GEO (0612BB)|621800457|01/07/2018|30/09/2018|2 800|304,46
16255_GEO (0612BB)|621800675|01/10/2018|31/12/2018|2 370|260,15
16255_GEO (0612BB)|621900210|01/01/2019|31/03/2019|2 250|273,60
16255_GEO (0612BB)|621900353|01/04/2019|30/06/2019|2 200|266,77
16255_GEO (0612BB)|621900526|01/07/2019|30/09/2019|2 730|332,30
16255_GEO (0612BB)|621900739|01/10/2019|31/12/2019|2 450|303,68
16255_GEO (0612BB)|622000168|01/01/2020|31/03/2020|2 340|281,27
16255_GEO (0612BB)|622000221|01/04/2020|30/06/2020|2 480|301,72
16255_GEO (0612BB)|622000451|01/07/2020|30/09/2020|2 890|338,10
16261_GEO (1240BR)|7010671121|01/01/2018|31/01/2018|2 572|281,86
16261_GEO (1240BR)|7010674536|01/02/2018|28/02/2018|2 333|256,44
16261_GEO (1240BR)|7010677303|01/03/2018|31/03/2018|2 562|281,05
16261_GEO (1240BR)|7010680430|01/04/2018|30/04/2018|2 554|279,84
16261_GEO (1240BR)|7010682689|01/05/2018|31/05/2018|2 708|295,78
16261_GEO (1240BR)|7010685153|01/06/2018|30/06/2018|2 645|288,93
16261_GEO (1240BR)|7010687605|01/07/2018|31/07/2018|2 759|301,19
16261_GEO (1240BR)|7010690122|01/08/2018|31/08/2018|2 803|305,65
16261_GEO (1240BR)|7010693510|01/09/2018|30/09/2018|2 629|289,65
16261_GEO (1240BR)|7010696602|01/10/2018|31/10/2018|2 653|292,73
16261_GEO (1240BR)|7010698523|01/11/2018|30/11/2018|2 518|278,52
16261_GEO (1240BR)|7010701285|01/12/2018|31/12/2018|2 580|285,31
16261_GEO (1240BR)|7010705839|01/01/2019|31/01/2019|2 584|278,93
16261_GEO (1240BR)|7010710054|01/02/2019|28/02/2019|2 348|254,15
16261_GEO (1240BR)|7010713168|01/03/2019|31/03/2019|2 600|280,40
16261_GEO (1240BR)|7010718299|01/04/2019|30/04/2019|2 557|275,70
16261_GEO (1240BR)|7010722173|01/05/2019|31/05/2019|2 649|285,27
16261_GEO (1240BR)|7010724621|01/06/2019|30/06/2019|2 741|294,01
16261_GEO (1240BR)|7010727192|01/07/2019|31/07/2019|2 727|291,82
16261_GEO (1240BR)|7010729531|01/08/2019|31/08/2019|2 736|292,68
16261_GEO (1240BR)|7010731590|01/09/2019|30/09/2019|2 536|272,72
16261_GEO (1240BR)|7010735200|01/10/2019|31/10/2019|2 582|277,80
16261_GEO (1240BR)|7010737367|01/11/2019|30/11/2019|2 625|281,98
16261_GEO (1240BR)|7010740643|01/12/2019|31/12/2019|2 831|303,41
16261_GEO (1240BR)|7010745551|01/01/2020|31/01/2020|2 810|358,77
16261_GEO (1240BR)|7010749427|01/02/2020|29/02/2020|2 604|333,06
16261_GEO (1240BR)|7010752580|01/03/2020|31/03/2020|2 843|361,03
16261_GEO (1240BR)|7010755366|01/04/2020|30/04/2020|2 910|368,94
16261_GEO (1240BR)|7010757787|01/05/2020|31/05/2020|3 035|383,97
16261_GEO (1240BR)|7010760352|01/06/2020|30/06/2020|3 062|386,48
16261_GEO (1240BR)|7010762664|01/07/2020|31/07/2020|3 253|408,21
16261_GEO (1240BR)|7010766224|01/08/2020|31/08/2020|3 353|416,64
16261_GEO (1240BR)|7010768671|01/09/2020|30/09/2020|3 171|394,49
16261_GEO (1240BR)|7010772334|01/10/2020|31/10/2020|3 168|394,13
16261_GEO (1240BR)|7010775129|01/11/2020|30/11/2020|3 010|374,90
16263_GEO (1248BR)|7010671121|01/01/2018|31/01/2018|2 159|237,99
16263_GEO (1248BR)|7010674536|01/02/2018|28/02/2018|1 960|216,84
16263_GEO (1248BR)|7010677303|01/03/2018|31/03/2018|2 148|236,80
16263_GEO (1248BR)|7010680430|01/04/2018|30/04/2018|2 114|233,07
16263_GEO (1248BR)|7010682689|01/05/2018|31/05/2018|2 210|243,20
16263_GEO (1248BR)|7010685153|01/06/2018|30/06/2018|2 155|237,30
16263_GEO (1248BR)|7010687605|01/07/2018|31/07/2018|2 247|247,16
16263_GEO (1248BR)|7010690122|01/08/2018|31/08/2018|2 292|251,81
16263_GEO (1248BR)|7010693510|01/09/2018|30/09/2018|2 523|277,97
16263_GEO (1248BR)|7010696602|01/10/2018|31/10/2018|2 684|295,09
16263_GEO (1248BR)|7010698523|01/11/2018|30/11/2018|2 586|284,73
16263_GEO (1248BR)|7010701285|01/12/2018|31/12/2018|2 653|291,91
16263_GEO (1248BR)|7010705839|01/01/2019|31/01/2019|2 657|285,39
16263_GEO (1248BR)|7010710054|01/02/2019|28/02/2019|2 378|256,31
16263_GEO (1248BR)|7010713168|01/03/2019|31/03/2019|2 638|283,37
16263_GEO (1248BR)|7010718299|01/04/2019|30/04/2019|2 558|275,05
16263_GEO (1248BR)|7010722173|01/05/2019|31/05/2019|2 663|285,94
16263_GEO (1248BR)|7010724621|01/06/2019|30/06/2019|2 475|265,84
16263_GEO (1248BR)|7010727192|01/07/2019|31/07/2019|2 517|270,14
16263_GEO (1248BR)|7010729531|01/08/2019|31/08/2019|2 535|271,97
16263_GEO (1248BR)|7010731590|01/09/2019|30/09/2019|2 391|257,07
16263_GEO (1248BR)|7010735200|01/10/2019|31/10/2019|2 457|263,94
16263_GEO (1248BR)|7010737367|01/11/2019|30/11/2019|2 356|253,42
16263_GEO (1248BR)|7010740643|01/12/2019|31/12/2019|2 438|261,90
16263_GEO (1248BR)|7010745551|01/01/2020|31/01/2020|2 431|310,97
16263_GEO (1248BR)|7010749427|01/02/2020|29/02/2020|2 333|298,77
16263_GEO (1248BR)|7010752580|01/03/2020|31/03/2020|2 635|334,57
16263_GEO (1248BR)|7010755366|01/04/2020|30/04/2020|2 559|325,12
16263_GEO (1248BR)|7010757787|01/05/2020|31/05/2020|2 618|332,44
16263_GEO (1248BR)|7010760352|01/06/2020|30/06/2020|2 554|324,51
16263_GEO (1248BR)|7010762664|01/07/2020|31/07/2020|2 713|344,11
16263_GEO (1248BR)|7010766224|01/08/2020|31/08/2020|2 767|350,68
16263_GEO (1248BR)|7010768671|01/09/2020|30/09/2020|2 645|335,68
16263_GEO (1248BR)|7010772334|01/10/2020|31/10/2020|2 708|343,51
16263_GEO (1248BR)|7010775129|01/11/2020|30/11/2020|2 602|330,41
16265_GEO (0011BR)|7230729120|01/01/2018|31/01/2018|2 393|263,52
16265_GEO (0011BR)|7210817415|01/02/2018|28/02/2018|2 165|239,28
16265_GEO (0011BR)|7010677549|01/03/2018|31/03/2018|2 413|265,55
16265_GEO (0011BR)|7010680438|01/04/2018|30/04/2018|2 415|265,50
16265_GEO (0011BR)|7010682137|01/05/2018|31/05/2018|2 531|277,60
16265_GEO (0011BR)|7220781902|01/06/2018|30/06/2018|2 467|270,76
16265_GEO (0011BR)|7010687678|01/07/2018|31/07/2018|2 562|280,91
16265_GEO (0011BR)|7010690351|01/08/2018|31/08/2018|2 605|285,32
16265_GEO (0011BR)|7240672664|01/09/2018|30/09/2018|2 451|271,10
16265_GEO (0011BR)|7010695617|01/10/2018|31/10/2018|2 658|293,16
16265_GEO (0011BR)|7010698165|01/11/2018|30/11/2018|2 882|316,72
16265_GEO (0011BR)|7010700707|01/12/2018|31/12/2018|2 912|320,01
16265_GEO (0011BR)|7010705826|01/01/2019|31/01/2019|2 904|311,48
16265_GEO (0011BR)|7010709596|01/02/2019|28/02/2019|2 633|283,25
16265_GEO (0011BR)|7010713458|01/03/2019|31/03/2019|2 917|312,78
16265_GEO (0011BR)|7010715460|01/04/2019|30/04/2019|2 830|303,67
16265_GEO (0011BR)|7010722067|01/05/2019|31/05/2019|2 951|316,24
16265_GEO (0011BR)|7010724608|01/06/2019|30/06/2019|2 971|317,85
16265_GEO (0011BR)|7010726429|01/07/2019|31/07/2019|3 015|322,50
16265_GEO (0011BR)|7010729457|01/08/2019|31/08/2019|3 017|322,66
16265_GEO (0011BR)|7010732116|01/09/2019|30/09/2019|2 853|305,83
16265_GEO (0011BR)|7103163087|01/10/2019|31/10/2019|2 899|310,60
16265_GEO (0011BR)|7010737238|01/11/2019|30/11/2019|2 485|267,04
16265_GEO (0011BR)|7010740688|01/12/2019|31/12/2019|2 546|273,36
16265_GEO (0011BR)|7010746361|01/01/2020|31/01/2020|2 547|325,60
16265_GEO (0011BR)|7010748665|01/02/2020|29/02/2020|2 417|309,42
16265_GEO (0011BR)|7010752918|01/03/2020|31/03/2020|2 605|331,12
16265_GEO (0011BR)|7010755640|01/04/2020|30/04/2020|2 630|334,14
16265_GEO (0011BR)|7010757872|01/05/2020|31/05/2020|2 710|344,01
16265_GEO (0011BR)|7010760286|01/06/2020|30/06/2020|2 639|335,19
16265_GEO (0011BR)|7010762428|01/07/2020|31/07/2020|2 798|354,76
16265_GEO (0011BR)|7010765495|01/08/2020|31/08/2020|2 832|358,90
16265_GEO (0011BR)|7010768590|01/09/2020|30/09/2020|2 718|344,82
16265_GEO (0011BR)|7010772265|01/10/2020|31/10/2020|2 766|350,76
16265_GEO (0011BR)|7010775227|01/11/2020|30/11/2020|2 649|327,09
16281_GEO (1027KO)|6689401067|01/01/2018|31/01/2018|711|123,07
16281_GEO (1027KO)|6689401421|01/02/2018|28/02/2018|625|92,89
16281_GEO (1027KO)|6689401764|01/03/2018|31/03/2018|698|104,49
16281_GEO (1027KO)|6689402029|01/04/2018|30/04/2018|698|133,04
16281_GEO (1027KO)|6689402316|01/05/2018|31/05/2018|720|133,78
16281_GEO (1027KO)|6689402762|01/06/2018|30/06/2018|785|142,09
16281_GEO (1027KO)|6689402983|01/07/2018|31/07/2018|801|129,92
16281_GEO (1027KO)|6689403286|01/08/2018|31/08/2018|704|110,11
16281_GEO (1027KO)|6689403512|01/09/2018|30/09/2018|787|132,29
16281_GEO (1027KO)|6689403750|01/10/2018|31/10/2018|693|111,17
16281_GEO (1027KO)|6699400324|01/11/2018|30/11/2018|723|121,03
16281_GEO (1027KO)|6699400622|01/12/2018|31/12/2018|731|107,53
16281_GEO (1027KO)|6699401063|01/01/2019|31/01/2019|621|115,32
16281_GEO (1027KO)|6699401417|01/02/2019|28/02/2019|668|109,32
16281_GEO (1027KO)|6699401759|01/03/2019|31/03/2019|654|113,47
16281_GEO (1027KO)|6699402084|01/04/2019|30/04/2019|728|128,13
16281_GEO (1027KO)|6699402469|01/05/2019|31/05/2019|713|127,98
16281_GEO (1027KO)|6699402898|01/06/2019|30/06/2019|784|149,74
16281_GEO (1027KO)|6699403212|01/07/2019|31/07/2019|936|159,12
16281_GEO (1027KO)|6699403289|01/08/2019|31/08/2019|933|157,96
16281_GEO (1027KO)|6699403831|01/09/2019|30/09/2019|823|145,34
16281_GEO (1027KO)|6699404212|01/10/2019|31/10/2019|1 064|330,37
16281_GEO (1027KO)|6209400343|01/11/2019|30/11/2019|654|122,30
16281_GEO (1027KO)|6209400667|01/12/2019|30/12/2019|983|171,16
16281_GEO (1027KO)|6209401248|01/01/2020|31/01/2020|937|174,42
16281_GEO (1027KO)|6209401610|01/02/2020|29/02/2020|623|118,99
16281_GEO (1027KO)|6209401922|01/03/2020|31/03/2020|890|151,75
16281_GEO (1027KO)|6209402167|01/04/2020|30/04/2020|872|290,81
16281_GEO (1027KO)|6209402456|01/05/2020|31/05/2020|944|203,15
16281_GEO (1027KO)|6209402879|01/06/2020|30/06/2020|814|182,46
16281_GEO (1027KO)|6209403345|01/07/2020|31/07/2020|923|176,11
16281_GEO (1027KO)|6209403689|01/08/2020|31/08/2020|1 027|200,47
16281_GEO (1027KO)|6209404065|01/09/2020|30/09/2020|829|176,49
16281_GEO (1027KO)|6209404308|01/10/2020|31/10/2020|824|291,70
16281_GEO (1027KO)|6219400358|01/11/2020|30/11/2020|888|181,33
16297_GEO (1247BR)|7230729120|01/01/2018|31/01/2018|2 506|286,39
16297_GEO (1247BR)|7210817415|01/02/2018|28/02/2018|2 266|260,29
16297_GEO (1247BR)|7010677549|01/03/2018|31/03/2018|2 512|286,85
16297_GEO (1247BR)|7010680438|01/04/2018|30/04/2018|2 558|289,66
16297_GEO (1247BR)|7010682137|01/05/2018|31/05/2018|2 704|304,42
16297_GEO (1247BR)|7200873047|01/06/2018|30/06/2018|2 650|298,19
16297_GEO (1247BR)|7010687678|01/07/2018|31/07/2018|2 768|310,66
16297_GEO (1247BR)|7010690351|01/08/2018|31/08/2018|2 795|313,15
16297_GEO (1247BR)|7111711918|01/09/2018|30/09/2018|2 588|294,56
16297_GEO (1247BR)|7010695617|01/10/2018|31/10/2018|2 599|296,99
16297_GEO (1247BR)|7010698165|01/11/2018|30/11/2018|2 462|282,98
16297_GEO (1247BR)|7010700707|01/12/2018|31/12/2018|2 497|287,60
16297_GEO (1247BR)|7010705826|01/01/2019|31/01/2019|2 500|281,31
16297_GEO (1247BR)|7010709596|01/02/2019|28/02/2019|2 270|256,42
16297_GEO (1247BR)|7010713458|01/03/2019|31/03/2019|2 537|281,17
16297_GEO (1247BR)|7010715460|01/04/2019|30/04/2019|2 519|278,11
16297_GEO (1247BR)|7010722067|01/05/2019|31/05/2019|2 606|287,39
16297_GEO (1247BR)|7010724608|01/06/2019|30/06/2019|2 709|295,39
16297_GEO (1247BR)|7010726429|01/07/2019|31/07/2019|2 771|302,27
16297_GEO (1247BR)|7010729457|01/08/2019|31/08/2019|2 793|304,33
16297_GEO (1247BR)|7010732116|01/09/2019|30/09/2019|2 576|283,38
16297_GEO (1247BR)|7103163087|01/10/2019|31/10/2019|2 580|285,10
16297_GEO (1247BR)|7010737238|01/11/2019|30/11/2019|2 446|271,58
16297_GEO (1247BR)|7010740688|01/12/2019|31/12/2019|2 500|277,86
16297_GEO (1247BR)|7010746361|01/01/2020|31/01/2020|2 502|329,36
16297_GEO (1247BR)|7010748665|01/02/2020|29/02/2020|2 346|309,27
16297_GEO (1247BR)|7010752918|01/03/2020|31/03/2020|2 535|331,36
16297_GEO (1247BR)|7010755640|01/04/2020|30/04/2020|2 509|327,12
16297_GEO (1247BR)|7010757872|01/05/2020|31/05/2020|2 604|338,89
16297_GEO (1247BR)|7010760286|01/06/2020|30/06/2020|2 591|336,09
16297_GEO (1247BR)|7010762428|01/07/2020|31/07/2020|2 721|351,76
16297_GEO (1247BR)|7010765495|01/08/2020|31/08/2020|2 455|315,15
16297_GEO (1247BR)|7010768590|01/09/2020|30/09/2020|2 152|275,73
16297_GEO (1247BR)|7010772265|01/10/2020|31/10/2020|2 436|310,34
16297_GEO (1247BR)|7010775227|01/11/2020|30/11/2020|2 434|300,01
16298_GEO (1149BR)|1014127|01/01/2018|31/01/2018|2 765|293,09
16298_GEO (1149BR)|1014213|01/02/2018|28/02/2018|2 337|247,72
16298_GEO (1149BR)|1014329|01/03/2018|31/03/2018|2 557|273,60
16298_GEO (1149BR)|1014399|01/04/2018|30/04/2018|3 187|369,69
16298_GEO (1149BR)|1014493|01/05/2018|31/05/2018|3 244|376,30
16298_GEO (1149BR)|1014582|01/06/2018|30/06/2018|2 562|297,19
16298_GEO (1149BR)|1014673|01/07/2018|31/07/2018|3 348|373,64
16298_GEO (1149BR)|111809016|01/08/2018|31/08/2018|3 420|392,27
16298_GEO (1149BR)|111810029|01/09/2018|30/09/2018|3 006|358,32
16298_GEO (1149BR)|111811015|01/10/2018|31/10/2018|3 576|411,96
16298_GEO (1149BR)|1118120008|01/11/2018|30/11/2018|3 430|376,96
16298_GEO (1149BR)|111901020|01/12/2018|31/12/2018|2 997|323,08
16298_GEO (1149BR)|111902012|01/01/2019|31/01/2019|3 148|390,67
16298_GEO (1149BR)|111903012|01/02/2019|28/02/2019|2 924|368,13
16298_GEO (1149BR)|111904008|01/03/2019|31/03/2019|3 372|436,00
16298_GEO (1149BR)|111905012|01/04/2019|30/04/2019|3 302|446,10
16298_GEO (1149BR)|111906013|01/05/2019|31/05/2019|3 496|473,36
16298_GEO (1149BR)|111907014|01/06/2019|30/06/2019|2 298|329,51
16298_GEO (1149BR)|111908013|01/07/2019|31/07/2019|4 080|586,70
16298_GEO (1149BR)|111909012|01/08/2019|31/08/2019|3 529|502,49
16298_GEO (1149BR)|111910011|01/09/2019|30/09/2019|2 941|424,39
16298_GEO (1149BR)|111911011|01/10/2019|31/10/2019|3 487|470,75
16298_GEO (1149BR)|111912011|01/11/2019|30/11/2019|2 737|354,44
16298_GEO (1149BR)|112001008|01/12/2019|31/12/2019|2 763|357,81
16298_GEO (1149BR)|112002007|01/01/2020|31/01/2020|3 221|417,12
16298_GEO (1149BR)|112003006|01/02/2020|29/02/2020|2 743|353,27
16298_GEO (1149BR)|112004006|01/03/2020|31/03/2020|2 664|355,88
16298_GEO (1149BR)|112005006|01/04/2020|30/04/2020|2 943|439,10
16298_GEO (1149BR)|112006006|01/05/2020|31/05/2020|3 346|520,64
16298_GEO (1149BR)|112007006|01/06/2020|30/06/2020|3 096|478,02
16298_GEO (1149BR)|112008006|01/07/2020|31/07/2020|3 431|524,94
16298_GEO (1149BR)|112009005|01/08/2020|31/08/2020|2 664|418,78
16298_GEO (1149BR)|112010006|01/09/2020|30/09/2020|2 920|425,44
16298_GEO (1149BR)|112011005|01/10/2020|31/10/2020|2 646|345,57
16298_GEO (1149BR)|112012005|01/11/2020|30/11/2020|2 795|358,60
16302_GEO (1978BB)|1300082549|01/01/2018|31/01/2018|1 813|236,32
16302_GEO (1978BB)|1300082549|01/02/2018|28/02/2018|1 632|213,59
16302_GEO (1978BB)|1300082549|01/03/2018|31/03/2018|1 811|236,44
16302_GEO (1978BB)|1300082549|01/04/2018|30/04/2018|1 840|240,78
16302_GEO (1978BB)|1300082549|01/05/2018|31/05/2018|1 919|250,98
16302_GEO (1978BB)|1300082549|01/06/2018|30/06/2018|1 909|249,48
16302_GEO (1978BB)|1300082549|01/07/2018|31/07/2018|1 985|259,45
16302_GEO (1978BB)|1300082549|01/08/2018|31/08/2018|2 006|262,37
16302_GEO (1978BB)|1300082549|01/09/2018|30/09/2018|1 869|245,91
16302_GEO (1978BB)|1300082549|01/10/2018|31/10/2018|1 892|248,56
16302_GEO (1978BB)|1300082549|01/11/2018|30/11/2018|1 794|235,95
16302_GEO (1978BB)|1300082549|01/12/2018|31/12/2018|1 814|238,22
16302_GEO (1978BB)|1300082549|01/01/2019|31/01/2019|1 808|226,92
16302_GEO (1978BB)|1300082549|01/02/2019|28/02/2019|1 650|208,12
16302_GEO (1978BB)|1300082549|01/03/2019|31/03/2019|1 850|232,28
16302_GEO (1978BB)|1300082549|01/04/2019|30/04/2019|1 830|230,18
16302_GEO (1978BB)|1300082549|01/05/2019|31/05/2019|1 930|241,96
16302_GEO (1978BB)|1300082549|01/06/2019|30/06/2019|1 984|249,29
16302_GEO (1978BB)|1300082549|01/07/2019|31/07/2019|2 009|252,10
16302_GEO (1978BB)|1300082549|01/08/2019|31/08/2019|2 029|254,60
16302_GEO (1978BB)|#|01/09/2019|30/09/2019|1 882|236,42
16302_GEO (1978BB)|1300082549|01/10/2019|31/10/2019|1 906|239,09
16302_GEO (1978BB)|1300082549|01/11/2019|30/11/2019|1 821|228,63
16302_GEO (1978BB)|9200080633|01/12/2019|31/12/2019|1 838|230,37
16302_GEO (1978BB)|1300082549|01/01/2020|31/01/2020|1 829|295,22
16302_GEO (1978BB)|1300082549|01/02/2020|29/02/2020|1 739|280,18
16302_GEO (1978BB)|1300082549|01/03/2020|31/03/2020|1 866|299,92
16302_GEO (1978BB)|1300082549|01/04/2020|30/04/2020|1 857|296,31
